gameDate,homeTeamCode,awayTeamCode,quarter,timeDriveStart,down,distance,yardLine,direction,play_type,player,player_number,is_complete,receiver,receiver_number,yardsFromPlay,visitorScore,homeScore,description,is_penalty,is_penalty_declined,penalty_player,penalty_type,penalty_team,is_noplay,is_touchdown,defenseTeamCode,offenseTeamCode,,,offenseTeam,defenseTeam
2014-09-06,oregon,michigan-st,2ND,15:00,4,9,999,ERROR,"FIELD GOAL",M.Geiger,4,0,,0,,0,0,"4-M.Geiger 34 yards Field Goal is Good.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,KICK,K.Cronin,24,0,,0,21,0,0,"24-K.Cronin kicks 65 yards from MSU 35. 5-D.Allen to ORE 21 for 21 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,M.Mariota,8,1,D.Stanford,88,4,0,0,"8-M.Mariota complete to 88-D.Stanford. 88-D.Stanford to ORE 25 for 4 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,6,999,ERROR,SACKED,M.Mariota,8,0,,0,,0,0,"8-M.Mariota sacked at ORE 19 for -6 yards (8-L.Thomas).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,12,999,ERROR,SACKED,M.Mariota,8,0,,0,,0,0,"8-M.Mariota sacked at ORE 8 for -11 yards (44-M.Rush).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,4,23,999,ERROR,PUNT,I.Wheeler,38,0,,0,,0,0,"38-I.Wheeler punts 40 yards from ORE 8 to the ORE 48, downed by 35-J.Walker. Penalty on ORE 58-T.Carew, Holding, 10 yards, enforced at ORE 48.",1,0,T.Carew,Holding,ORE,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,N.Hill,20,0,,0,5,0,0,"20-N.Hill to ORE 33 for 5 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,5,999,ERROR,PASS,C.Cook,18,1,K.Mumphery,25,8,0,0,"18-C.Cook complete to 25-K.Mumphery. 25-K.Mumphery to ORE 25 for 8 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,C.Cook,18,1,T.Lippett,14,,0,0,"18-C.Cook complete to 14-T.Lippett. 14-T.Lippett to ORE 6 for 19 yards (8-R.Daniels).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,6,999,ERROR,RUSH,N.Hill,20,0,,0,1,0,0,"20-N.Hill to ORE 5 for 1 yard.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,5,999,ERROR,RUSH,N.Hill,20,0,,0,-2,0,0,"20-N.Hill to ORE 7 for -2 yards (4-E.Dargan,48-R.Hardrick).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,7,999,ERROR,PASS,C.Cook,18,1,T.Lippett,14,,0,0,"18-C.Cook complete to 14-T.Lippett. 14-T.Lippett runs 7 yards for a touchdown.",0,0,,,,0,1,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,"EXTRA POINT",M.Geiger,4,0,,0,,0,0,"4-M.Geiger extra point is good.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,KICK,K.Cronin,24,0,,0,,0,0,"24-K.Cronin kicks 65 yards from MSU 35 to ORE End Zone. touchback.",0,0,,,,0,0,michigan-st,oregon,,
